model,experiment,ensemble_member,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
ACCESS1-0,rcp45,r1i1p1,13.7577583333333,13.71624166666669,13.668658333333383,13.784441666666737,13.796791666666707,13.694975,13.600550000000055,13.750466666666682,13.69232500000004,13.855833333333294,13.727333333333434,13.768683333333286,13.651575000000037,13.702250000000106,13.811225000000036,13.741675000000043,13.688541666666708,13.644916666666688,13.808191666666687,13.816591666666625,13.676491666666664,13.617025000000012,13.708666666666659,13.430483333333427,13.29879166666666,13.372025000000008,13.319466666666756,13.56013333333334,13.565491666666674,13.371575000000064,13.4022833333334,13.33585000000005,13.545425000000023,13.488791666666714,13.53546666666665,13.522491666666724,13.487308333333374,13.67107500000003,13.805791666666721,13.7849333333333,13.739366666666683,13.754891666666708,13.698900000000094,13.642058333333352,13.663408333333336,13.627183333333392,13.554008333333343,13.647858333333318,13.644916666666688,13.75911666666667,13.732441666666716,13.51445000000001,13.632758333333356,13.51460000000003,13.653275000000065,13.728066666666678,13.761841666666669,13.865124999999978,13.813783333333333,13.92848333333336,13.839508333333356,13.746350000000064,13.835691666666605,13.94736666666671,13.949916666666638,13.789091666666707,13.893875000000037,13.86414166666674,13.913816666666662,13.877133333333347,13.837566666666703,13.83710000000002,13.747091666666677,13.725691666666705,13.663333333333355,13.668408333333332,13.603275000000053,13.720933333333335,13.679300000000069,13.750091666666663,13.671658333333369,13.718633333333344,13.843150000000037,13.843450000000018,13.783399999999972,13.82774999999998,13.983541666666724,13.966775000000041,13.902600000000007,14.004666666666651,14.03346666666664,14.07710000000003,13.964908333333312,13.967916666666667,13.86447499999997,13.98055000000005,13.984800000000007,13.91323333333338,13.908066666666684,13.771091666666678,13.794550000000015,13.993224999999995,13.928366666666705,13.823758333333387,13.59611666666666,13.697033333333422,13.687175000000025,13.646983333333367,13.707966666666664,13.834608333333335,13.719141666666644,13.77532500000001,13.867750000000058,13.840916666666658,13.812150000000031,13.814250000000015,14.0001083333334,13.999124999999992,14.065750000000037,13.968833333333407,13.96310000000011,13.96625000000006,13.962133333333384,13.810916666666628,13.867416666666713,13.829741666666678,13.818508333333341,14.024908333333372,14.052933333333328,14.181616666666685,14.145891666666671,14.08323333333334,13.795675000000017,13.934316666666632,14.082800000000077,14.106766666666715,14.165050000000008,14.185183333333327,14.291600000000074,14.403758333333315,14.423775000000035,14.374758333333375,14.407174999999938,14.371266666666713,14.563516666666658,14.460374999999999,14.435408333333385,14.542466666666712,14.519775000000038,14.588458333333335,14.70269166666668,14.625616666666758,14.831708333333324,14.745024999999998,14.825258333333352,14.771133333333353,14.943750000000023,14.875558333333345,14.934466666666765,14.979225000000042,14.936258333333342,14.864450000000033,14.891408333333345,15.085333333333324,14.911950000000047,14.950649999999996,15.142449999999997,15.046983333333344,15.086433333333332,14.98690833333336,14.956350000000043,15.179983333333382,15.293208333333382,15.302158333333352,15.327166666666699,15.31455833333331,15.356449999999995,15.309533333333377,15.344841666666696,15.32362500000005,15.115316666666729,15.199183333333337,15.320333333333394,15.434800000000052,15.527141666666694,15.427566666666678,15.441141666666681,15.46418333333338,15.470341666666627,15.701408333333347,15.62725000000006,15.650950000000023,15.66551666666669,15.736216666666621,15.641833333333352,15.781008333333375,15.919441666666728,15.907241666666721,15.823325000000011,15.842541666666705,15.854491666666718,15.871225000000038,15.852483333333396,16.026841666666712,16.061483333333342,16.062358333333407,15.985025000000007,15.988683333333313,16.054941666666707,16.00219999999996,16.018316666666692,16.140600000000006,16.16687500000006,16.020783333333327,16.185908333333316,16.177191666666715,16.153316666666683,16.30279999999999,16.44010833333334,16.382891666666637,16.327249999999992,16.484233333333293,16.415066666666632,16.341858333333334,16.450325000000078,16.4829083333334,16.55552499999999,16.366308333333393,16.45268333333331,16.547666666666657,16.27649166666663,16.346091666666723,16.38559166666664,16.306633333333423,16.31709166666667,16.48328333333336,16.390016666666668,16.451774999999998,16.604333333333386,16.510100000000023,16.463916666666705
ACCESS1-0,rcp85,r1i1p1,13.75773333333342,13.716200000000015,13.668608333333339,13.784400000000005,13.796750000000031,13.694941666666693,13.60050833333338,13.750441666666688,13.692299999999989,13.855808333333414,13.72730000000007,13.768666666666718,13.651575000000037,13.702233333333368,13.811174999999992,13.74165000000005,13.688525000000027,13.644875000000013,13.808158333333381,13.816575000000057,13.676475000000039,13.617000000000019,13.70865833333329,13.430441666666638,13.298750000000041,13.371991666666702,13.319425000000024,13.560100000000034,13.565466666666737,13.371558333333383,13.402266666666662,13.335833333333369,13.54540000000003,13.488766666666663,13.53540833333335,13.52244166666668,13.487275000000011,13.671041666666667,13.805750000000046,13.784916666666675,13.739325000000008,13.754875000000027,13.698875000000044,13.642016666666734,13.663400000000081,13.627175000000022,13.553975000000037,13.647824999999955,13.644891666666695,13.75909999999999,13.732425000000035,13.514416666666705,13.63272500000005,13.514558333333298,13.653224999999964,13.72804166666674,13.761825000000044,13.86508333333336,13.813750000000027,13.928449999999998,13.839483333333362,13.7463166666667,13.835658333333356,13.94734166666666,13.949891666666701,13.789066666666656,13.893866666666668,13.86410833333332,13.913783333333356,13.877125000000035,13.83753333333334,13.837075000000027,13.747083333333308,13.72567500000008,13.663308333333305,13.668366666666714,13.603241666666634,13.720908333333341,13.67928333333333,13.750058333333357,13.671633333333318,13.718616666666662,13.843125000000043,13.843441666666706,13.783383333333347,13.827708333333419,13.98349166666668,13.966741666666678,13.9025666666667,14.004650000000083,14.033441666666647,14.077075000000036,13.964891666666688,13.967883333333361,13.864450000000033,13.980541666666738,13.984783333333382,13.913191666666705,13.90804166666669,13.771083333333365,13.794525000000021,13.993200000000002,13.928350000000023,13.823741666666706,13.596108333333234,13.69700000000006,13.68712499999998,13.64698333333331,13.707916666666677,13.834566666666717,13.719116666666594,13.775300000000016,13.867716666666695,13.84087500000004,13.81212499999998,13.81421666666671,14.000049999999987,13.99910833333331,14.065733333333299,13.968816666666669,13.963066666666634,13.966225000000009,13.962125000000015,13.810891666666691,13.867374999999981,13.829716666666684,13.818458333333353,14.024875000000065,14.052916666666704,14.181600000000003,14.145875000000046,14.083216666666715,13.795633333333456,13.934300000000064,14.082791666666651,14.106733333333295,14.165025000000071,14.185175000000072,14.291574999999966,14.40371666666664,14.423749999999984,14.374725000000012,14.40714166666669,14.37123333333335,14.563491666666721,14.460350000000005,14.356300000000033,14.477599999999995,14.492700000000013,14.535541666666688,14.39065000000005,14.541241666666679,14.558841666666694,14.623758333333342,14.70446666666669,14.677725000000066,14.673750000000041,14.795350000000042,14.698750000000018,14.774275000000046,14.881408333333354,14.917841666666732,14.97060833333336,15.151716666666687,15.066958333333389,15.101008333333368,15.226975000000095,15.289058333333344,15.292958333333388,15.480183333333343,15.28365000000008,15.264508333333367,15.271266666666634,15.260583333333386,15.333916666666767,15.478433333333385,15.315375000000017,15.461899999999957,15.435691666666742,15.494050000000016,15.657116666666695,15.73950833333339,15.709816666666654,15.75527500000004,15.685658333333322,15.834341666666717,16.01453333333336,16.177491666666697,16.23050833333332,16.040733333333378,16.162383333333366,16.13391666666672,16.314983333333373,16.482716666666704,16.490483333333373,16.39960000000002,16.52882500000004,16.562741666666682,16.554483333333394,16.514775000000043,16.59050000000002,16.79680000000002,16.733483333333368,16.624300000000005,16.73602500000004,16.832550000000026,16.93546666666674,16.9837,16.982783333333373,17.095875000000035,17.001475000000028,17.12881666666675,17.198608333333368,17.206141666666724,17.26015000000001,17.439250000000015,17.523466666666707,17.351474999999994,17.40384166666672,17.76843333333329,17.747891666666703,17.71104166666663,17.649400000000014,17.638375000000053,17.808191666666687,17.97408333333334,18.025583333333316,18.10605833333335,18.073258333333342,18.193916666666667,18.385950000000037,18.40659999999997,18.384158333333346,18.385016666666672,18.647116666666705,18.575866666666684,18.699208333333388,18.760116666666647,18.787949999999967,18.728091666666728,18.779241666666678
ACCESS1-3,rcp45,r1i1p1,13.924525000000017,13.988783333333345,13.920299999999997,13.956500000000062,13.991058333333342,14.057516666666686,14.0741583333334,13.959274999999991,13.913175000000024,14.024149999999963,14.149916666666684,14.009233333333327,13.98970833333334,14.171191666666743,14.11420000000004,14.183474999999987,14.271241666666697,14.096841666666649,14.026916666666637,14.104616666666686,14.062708333333433,14.048266666666677,14.00000833333337,13.904866666666692,13.816991666666695,13.843533333333369,13.716008333333434,13.760533333333342,13.768000000000086,13.7845916666667,13.765733333333344,13.801141666666638,13.80645833333341,13.85826666666668,14.050758333333249,14.113875000000007,14.098583333333352,14.118175000000008,14.083500000000015,14.109500000000082,14.01400833333338,14.11819166666669,14.032683333333352,13.833341666666627,13.834058333333417,13.920975000000055,13.811058333333392,13.847575000000063,13.968491666666694,13.9883916666667,14.05428333333333,14.08915833333333,14.036375000000021,13.93090833333332,14.089050000000043,14.059216666666714,14.09123333333332,14.107225000000028,13.96640833333339,14.070975000000033,14.345183333333352,14.422141666666732,14.234958333333395,14.240866666666705,14.195266666666669,14.220724999999959,14.107416666666666,14.013483333333397,14.057666666666762,14.143975000000012,14.1321916666667,13.994066666666697,13.994533333333322,14.093083333333311,14.113358333333395,14.072891666666749,14.115916666666692,14.16760000000005,14.157750000000021,14.183333333333337,14.289816666666695,14.12657500000006,14.092241666666666,14.243558333333397,14.01038333333338,14.070958333333351,14.182200000000023,14.344750000000033,14.2927416666667,14.216291666666677,14.212558333333334,14.31575833333335,14.182491666666692,14.146058333333372,14.062116666666668,14.077658333333432,14.112633333333406,14.115133333333347,14.066183333333356,14.186566666666693,14.163425000000018,14.179525000000012,14.271841666666717,14.258658333333358,13.961550000000045,14.001683333333347,14.025525000000016,13.953408333333357,14.025733333333335,14.136908333333338,14.187458333333382,14.143258333333335,14.177324999999996,14.11501666666669,14.052766666666685,14.062600000000032,13.927416666666716,14.131783333333374,14.221491666666736,14.148258333333331,14.131150000000048,14.149791666666658,14.200400000000002,14.284191666666686,14.232783333333373,14.268641666666667,14.263050000000021,14.381883333333406,14.22816666666671,14.311558333333323,14.315991666666719,14.43069166666669,14.200058333333345,14.229125000000067,14.244508333333329,14.269258333333369,14.34169166666669,14.354016666666666,14.496391666666682,14.418416666666644,14.361591666666698,14.48343333333338,14.584808333333342,14.561775000000011,14.646533333333366,14.72089166666666,14.741825000000063,14.729366666666635,14.940083333333291,14.97847500000006,14.870791666666719,14.893925000000024,14.914091666666707,15.04895833333336,14.904058333333353,14.905541666666693,14.813766666666709,15.034249999999986,15.099891666666679,15.093016666666642,14.996874999999989,15.097575000000006,15.159016666666673,15.128591666666694,15.224808333333328,15.297158333333357,15.331908333333388,15.325966666666659,15.20885000000004,15.216425000000072,15.298775000000035,15.284716666666725,15.317266666666683,15.437216666666757,15.503083333333393,15.32701666666668,15.414483333333294,15.415291666666747,15.52905000000004,15.612308333333374,15.510991666666712,15.57869999999997,15.571600000000046,15.52865833333334,15.656516666666676,15.679166666666674,15.757116666666661,15.93045833333332,15.873933333333355,15.822433333333379,15.879716666666695,15.903550000000052,15.861725000000035,16.00866666666667,15.97163333333333,15.983291666666673,15.958266666666702,15.998583333333329,16.17130000000003,16.239758333333327,16.3151666666667,16.260133333333386,16.214408333333324,16.211883333333333,16.12633333333332,16.24967500000008,16.369066666666754,16.031083333333356,16.17820000000006,16.303891666666686,16.529141666666703,16.35651666666672,16.204941666666684,16.356724999999983,16.298466666666684,16.219366666666758,16.180666666666696,16.416083333333347,16.469891666666683,16.633500000000026,16.594141666666644,16.51286666666664,16.519066666666674,16.654308333333404,16.50409166666674,16.49651666666665,16.48256666666674,16.508391666666682,16.45134999999999,16.5042416666667,16.50110833333332,16.26395833333339,16.452266666666674,16.708116666666683,16.661683333333315,16.602241666666657,16.650433333333353,16.65839166666666,16.57540000000006,16.60040833333329,16.695033333333356
ACCESS1-3,rcp85,r1i1p1,13.924200000000042,13.98845833333337,13.919991666666704,13.956166666666718,13.990733333333367,14.057183333333398,14.07384166666668,13.958950000000016,13.912874999999985,14.02384166666667,14.149608333333333,14.008908333333295,13.989374999999995,14.170875000000024,14.113866666666695,14.183150000000012,14.270908333333352,14.096525000000042,14.026591666666718,14.104283333333399,14.062366666666719,14.04793333333339,13.999700000000018,13.904550000000029,13.816658333333407,13.84323333333333,13.715708333333339,13.760216666666622,13.767675000000054,13.784275000000036,13.765408333333312,13.800791666666669,13.806141666666747,13.857950000000073,14.050433333333388,14.113541666666663,14.09825833333332,14.117866666666657,14.083183333333352,14.109166666666681,14.013674999999978,14.117850000000033,14.032350000000008,13.833041666666702,13.833733333333328,13.920658333333392,13.810741666666729,13.847250000000031,13.9681833333334,13.988066666666725,14.053966666666668,14.088833333333355,14.036041666666733,13.93056666666672,14.08872500000001,14.058883333333313,14.090916666666715,14.106925000000047,13.966083333333302,14.070666666666625,14.344891666666683,14.421841666666637,14.234650000000045,14.240550000000042,14.194941666666693,14.220416666666722,14.107075000000009,14.013166666666734,14.057341666666673,14.143641666666724,14.131866666666667,13.993750000000034,13.994208333333347,14.092775000000017,14.113033333333306,14.072566666666717,14.115575000000092,14.167274999999961,14.157425000000046,14.183016666666731,14.28948333333335,14.126266666666709,14.091925000000003,14.243233333333308,14.010041666666723,14.07065833333337,14.181866666666679,14.344441666666683,14.292425000000037,14.215975000000071,14.21224166666667,14.31544166666663,14.18217500000003,14.145749999999964,14.061808333333374,14.077358333333336,14.112316666666686,14.114825000000053,14.065875000000062,14.186241666666717,14.16309166666673,14.179208333333293,14.271508333333315,14.258333333333326,13.96120000000002,14.001350000000059,14.025191666666672,13.953100000000063,14.025416666666672,14.136591666666675,14.187125000000037,14.142925000000048,14.177000000000021,14.114700000000028,14.052450000000022,14.062266666666687,13.927091666666627,14.131458333333342,14.221175000000017,14.14795833333335,14.130833333333328,14.14946666666674,14.20010000000002,14.283858333333342,14.232466666666653,14.268325000000061,14.262724999999989,14.381550000000061,14.227833333333365,14.311225000000036,14.315666666666687,14.430375000000026,14.199725000000058,14.228824999999972,14.244175000000041,14.268933333333393,14.341375000000028,14.35370000000006,14.496075000000019,14.4180833333333,14.361266666666722,14.483083333333354,14.584483333333367,14.561450000000036,14.646225000000015,14.720574999999997,14.745808333333287,14.696616666666785,14.723166666666714,14.852266666666708,14.892308333333347,14.816358333333312,14.877341666666723,14.942708333333371,14.949549999999988,14.93334166666665,15.02375833333332,15.108416666666642,15.048050000000046,15.00421666666665,15.033225000000016,15.2066916666667,15.271633333333398,15.292983333333382,15.299308333333386,15.498899999999992,15.545241666666698,15.368899999999996,15.531458333333319,15.453824999999995,15.401049999999998,15.446091666666632,15.424333333333323,15.468641666666656,15.643250000000023,15.699908333333326,15.597816666666745,15.697858333333329,15.669758333333391,15.789675000000045,15.905341666666686,15.978175000000022,16.009233333333327,16.08306666666664,16.133166666666682,16.048800000000085,16.246674999999982,16.358366666666655,16.40539166666673,16.35745000000003,16.656841666666708,16.579941666666684,16.50079166666677,16.714525000000037,16.762800000000027,16.805141666666657,16.85621666666674,16.82770833333342,16.8792416666667,16.9144,17.043541666666727,17.08102500000001,17.09784166666668,17.04039166666672,17.081025000000125,17.1612833333333,17.16579166666662,17.202266666666674,17.30534166666672,17.372683333333327,17.543666666666752,17.580141666666634,17.59340000000003,17.777508333333287,17.81223333333338,17.739425000000097,17.905650000000037,17.87190833333335,17.893533333333323,17.827633333333324,18.02075000000002,17.99543333333338,18.030383333333305,18.082208333333313,17.994641666666666,18.199758333333364,18.0859916666667,18.142758333333347,18.387241666666625,18.315666666666687,18.428600000000017,18.477458333333345,18.44715000000008,18.624883333333344,18.606541666666658,18.670658333333336,18.840491666666708,18.67925000000008,18.667125,18.888475000000028,18.88737500000002
BNU-ESM,rcp26,r1i1p1,13.022508333333349,12.720375000000047,12.806283333333397,12.97787500000004,13.205158333333316,12.908916666666698,12.821358333333364,12.907916666666722,12.943908333333354,12.782833333333315,12.971699999999998,13.065483333333361,12.92144166666668,13.048925000000054,13.192391666666651,13.290233333333333,13.15715833333337,13.171541666666656,13.030841666666674,12.894433333333325,12.968691666666643,13.030574999999999,13.091225000000009,12.929391666666675,12.61034166666667,12.591575000000034,12.616825000000006,12.874599999999987,12.902291666666656,12.816625000000045,12.704475000000059,12.393958333333387,12.691958333333332,12.796091666666712,12.882166666666706,12.745925,12.874883333333344,12.968366666666725,12.811433333333412,12.952383333333387,13.07573333333329,12.940724999999986,13.005733333333353,12.579400000000021,12.70209166666666,12.718416666666656,12.53992500000004,12.71786666666668,12.910141666666675,12.913683333333381,12.999983333333375,12.887791666666715,12.81684166666679,12.923624999999959,13.098275000000001,13.087216666666677,13.148958333333326,13.043433333333326,13.170675000000017,13.172525000000007,13.222133333333318,13.09306666666663,13.176133333333325,13.203558333333376,13.123316666666653,12.853958333333367,13.010924999999986,13.10412500000001,13.115791666666723,13.153925000000015,12.911408333333327,13.1487166666667,13.084700000000055,13.068691666666666,12.841491666666741,13.159683333333362,13.296925000000044,13.205108333333385,13.293875000000014,13.303708333333304,13.091124999999977,13.113016666666738,13.22521666666671,13.280766666666693,13.37551666666667,13.374700000000018,13.26905000000005,13.436941666666655,13.557950000000005,13.177275000000009,13.10025833333333,13.32585000000006,13.37249166666669,13.307233333333386,13.402316666666707,13.530333333333374,13.3080833333334,13.554516666666643,13.3626583333334,13.238425000000063,13.501499999999965,13.215691666666658,13.503975000000025,13.250924999999995,13.154275000000041,13.209633333333443,13.203516666666758,13.360108333333358,13.422583333333307,13.349666666666678,13.230183333333343,13.435550000000035,13.571750000000009,13.369783333333373,13.559024999999963,13.51023333333336,13.30961666666667,13.477175000000045,13.621975000000077,13.514991666666674,13.625916666666683,13.773525000000006,13.576291666666634,13.524591666666652,13.561983333333444,13.611316666666653,13.781983333333358,13.91522500000002,13.768141666666736,13.819158333333348,13.880916666666678,13.783633333333341,13.626091666666696,13.623733333333405,13.777141666666694,14.007775000000038,14.116991666666706,14.11160000000001,13.951091666666684,14.171200000000056,14.397424999999998,14.154458333333253,14.196841666666671,14.390350000000012,14.230858333333344,14.236108333333334,14.509133333333352,14.589991666666663,14.572975000000042,14.52971666666673,14.145791666666696,14.377241666666691,14.612166666666724,14.600766666666743,14.639216666666641,14.755991666666716,14.78849166666663,14.598566666666727,14.95403333333337,14.713608333333354,14.613833333333389,14.881850000000043,14.932383333333348,14.94178333333332,15.010633333333374,15.078016666666656,14.945141666666643,14.997599999999977,14.702108333333342,14.81990833333333,14.948408333333305,15.090091666666694,15.14766666666668,15.238024999999993,15.06015833333339,14.996508333333338,15.272341666666648,15.303366666666761,15.22091666666671,15.39647500000001,15.124500000000012,15.013449999999978,15.156324999999981,15.203083333333382,15.259008333333327,15.412975000000017,15.226591666666707,14.942483333333314,14.940358333333336,15.086241666666695,15.331641666666712,15.190300000000036,14.889683333333323,15.145775000000015,15.195641666666745,15.185350000000028,15.180191666666701,15.012541666666664,15.161591666666652,15.390350000000069,14.906841666666708,15.059091666666745,15.084216666666691,15.316174999999987,15.330441666666673,15.068708333333348,15.05845000000005,15.33901666666668,15.159074999999973,15.144383333333337,15.182700000000011,15.219458333333307,14.958608333333359,15.036249999999995,15.112033333333386,15.347358333333375,15.300816666666663,14.984683333333294,15.00971666666669,14.96424166666668,14.928541666666717,15.125950000000046,14.926941666666721,15.197616666666704,15.025700000000029,15.007916666666631,15.016008333333332,15.318941666666717,15.047666666666657,14.962033333333352,15.124750000000006,15.01888333333335,15.120966666666675,15.242875000000083,15.18941666666666,15.08260000000007,15.136691666666707,15.444266666666692,15.312741666666682,15.182541666666737,15.342158333333373
BNU-ESM,rcp45,r1i1p1,13.022808333333387,12.720674999999972,12.806575000000066,12.978183333333334,13.205458333333354,12.909216666666623,12.821650000000034,12.908216666666647,12.944208333333336,12.783116666666672,12.971991666666725,13.065774999999974,12.92173333333335,13.049241666666717,13.192675000000065,13.290525000000002,13.157466666666721,13.171858333333375,13.031141666666656,12.894716666666682,12.968975000000057,13.030866666666668,13.091508333333365,12.929666666666662,12.610641666666709,12.591883333333328,12.617116666666675,12.874908333333337,12.902600000000007,12.816899999999976,12.704766666666671,12.394258333333312,12.692274999999995,12.796375000000012,12.882483333333369,12.746225000000038,12.875175000000013,12.968675000000019,12.811733333333393,12.952666666666687,13.076025000000016,12.94104166666665,13.00602500000008,12.579708333333372,12.702375000000018,12.718708333333325,12.540241666666645,12.718141666666725,12.910433333333401,12.91397500000005,13.000275000000045,12.888100000000009,12.817133333333345,12.923924999999997,13.098583333333352,13.087491666666722,13.149266666666676,13.043725000000052,13.170966666666743,13.172825000000046,13.222416666666732,13.093358333333356,13.176425000000052,13.20386666666667,13.12360833333338,12.854258333333348,13.011233333333337,13.104425000000049,13.116066666666654,13.154208333333315,12.911716666666734,13.14900833333337,13.085016666666661,13.068966666666768,12.841791666666722,13.159975000000031,13.297200000000032,13.205441666666673,13.294166666666626,13.30400000000003,13.091416666666703,13.113308333333293,13.225516666666692,13.281066666666675,13.375833333333333,13.37500833333337,13.269358333333344,13.437241666666694,13.558266666666725,13.177575000000047,13.100549999999998,13.326166666666666,13.37280833333341,13.307541666666623,13.402608333333376,13.530641666666668,13.308400000000006,13.554816666666682,13.362983333333318,13.238708333333363,13.501808333333315,13.216000000000008,13.504275000000064,13.251225000000034,13.15454166666666,13.209925000000055,13.203800000000001,13.36040833333334,13.422866666666664,13.349950000000092,13.2304666666667,13.435841666666704,13.572041666666678,13.370083333333412,13.559308333333377,13.510533333333285,13.309900000000027,13.477466666666658,13.622275000000002,13.515283333333343,13.626224999999977,13.773808333333363,13.576600000000042,13.524908333333372,13.562266666666687,13.611608333333322,13.782283333333396,13.915516666666747,13.768433333333405,13.819450000000074,13.881225000000086,13.783916666666698,13.62636666666674,13.624041666666642,13.77742500000005,14.008066666666707,14.117275000000063,14.111899999999991,13.951391666666723,14.17150833333335,14.397741666666718,14.154783333333341,14.197125000000028,14.390641666666681,14.231141666666645,14.236416666666685,14.675025000000005,14.43048333333337,14.419524999999965,14.436425000000042,14.624025000000074,14.56517500000001,14.337116666666759,14.652283333333344,14.792466666666712,14.585383333333425,14.509849999999972,14.542750000000012,14.784658333333311,14.900908333333348,14.79208333333338,14.782066666666708,15.053558333333399,14.876458333333346,14.899116666666657,14.889166666666654,15.102116666666745,15.293908333333377,15.334316666666723,15.03053333333338,15.036533333333352,15.144808333333401,15.172799999999995,15.147208333333367,15.42404166666671,15.222075000000018,15.075175000000002,15.33045833333341,15.37462499999998,14.971349999999973,15.263291666666703,15.256733333333386,15.364899999999977,15.277700000000038,15.360158333333345,15.472991666666701,15.478725000000054,15.667225000000087,15.664058333333344,15.741550000000018,15.853358333333347,15.757308333333356,15.53214166666669,15.423975000000041,15.520533333333276,15.696666666666658,15.549058333333335,15.66845833333332,15.858325000000036,15.948583333333374,15.913108333333355,15.889700000000005,16.01955833333335,16.0195833333334,16.086583333333294,15.929833333333363,16.03939166666663,16.057275000000004,16.01801666666671,16.025658333333297,16.00025000000005,16.004566666666676,16.086166666666657,15.902900000000045,16.353566666666723,16.12439999999998,15.816333333333375,15.895166666666682,16.141258333333383,16.290166666666664,16.09620833333338,16.334616666666705,16.281866666666758,16.23053333333337,15.956375000000037,16.10472500000003,16.34242500000005,16.168491666666682,16.062533333333306,16.140658333333363,16.20411666666672,16.22341666666665,16.04705000000007,15.885716666666724,16.10842500000001,16.216983333333303,16.185041666666677,16.188608333333377,16.21594166666671,16.215916666666658,16.067216666666695
